series,episode,bakers,baker_age,technical,result,baker_occupation,hometown,signature_bake,show_stopper
9,1,Imelda,33,11,OUT,Countryside recreation officer,County Tyrone,NA,NA
9,1,Manon,26,3,STAR BAKER,Software project manager,London,NA,NA
9,2,Antony,30,9,IN,Banker,London,NA,NA
9,2,Briony,33,5,IN,Full-time parent,Bristol,NA,NA
9,2,Dan,36,3,IN,Full-time parent,London,NA,NA
9,2,Jon,47,1,IN,Blood courier,Newport,NA,NA
9,2,Karen,60,11,IN,In-store sampling assistant,Wakefield,NA,NA
9,2,Kim-Joy,27,4,IN,Mental health specialist,Leeds,NA,NA
9,2,Manon,26,6,IN,Software project manager,London,NA,NA
9,2,Ruby,29,10,IN,Project manager,London,NA,NA
9,2,Terry,56,8,IN,Retired air steward,West Midlands,NA,NA
9,2,Luke,30,7,OUT,Civil servant/house and techno DJ,Sheffield,NA,NA
9,2,Rahul,30,2,STAR BAKER,Research scientist,Rotherham,NA,NA
9,3,Briony,33,9,IN,Full-time parent,Bristol,NA,NA
9,3,Dan,36,6,IN,Full-time parent,London,NA,NA
9,3,Jon,47,2,IN,Blood courier,Newport,NA,NA
9,3,Karen,60,5,IN,In-store sampling assistant,Wakefield,NA,NA
9,3,Kim-Joy,27,10,IN,Mental health specialist,Leeds,NA,NA
9,3,Manon,26,3,IN,Software project manager,London,NA,NA
9,3,Ruby,29,7,IN,Project manager,London,NA,NA
9,3,Terry,56,1,IN,Retired air steward,West Midlands,NA,NA
9,3,Antony,30,8,OUT,Banker,London,NA,NA
9,3,Rahul,30,4,STAR BAKER,Research scientist,Rotherham,NA,NA
9,4,Briony,33,5,IN,Full-time parent,Bristol,NA,NA
9,4,Jon,47,3,IN,Blood courier,Newport,NA,NA
9,4,Karen,60,7,IN,In-store sampling assistant,Wakefield,NA,NA
9,4,Kim-Joy,27,6,IN,Mental health specialist,Leeds,NA,NA
9,4,Manon,26,8,IN,Software project manager,London,NA,NA
9,4,Rahul,30,4,IN,Research scientist,Rotherham,NA,NA
9,4,Ruby,29,2,IN,Project manager,London,NA,NA
9,4,Dan,36,1,STAR BAKER,Full-time parent,London,NA,NA
9,5,Briony,33,6,IN,Full-time parent,Bristol,NA,NA
9,5,Dan,36,2,IN,Full-time parent,London,NA,NA
9,5,Jon,47,7,IN,Blood courier,Newport,NA,NA
9,5,Manon,26,5,IN,Software project manager,London,NA,NA
9,5,Rahul,30,3,IN,Research scientist,Rotherham,NA,NA
9,5,Ruby,29,1,IN,Project manager,London,NA,NA
9,5,Karen,60,9,OUT,In-store sampling assistant,Wakefield,NA,NA
9,5,Terry,56,8,OUT,Retired air steward,West Midlands,NA,NA
9,5,Kim-Joy,27,4,STAR BAKER,Mental health specialist,Leeds,NA,NA
9,6,Jon,47,2,IN,Blood courier,Newport,NA,NA
9,6,Kim-Joy,27,5,IN,Mental health specialist,Leeds,NA,NA
9,6,Manon,26,4,IN,Software project manager,London,NA,NA
9,6,Rahul,30,3,IN,Research scientist,Rotherham,NA,NA
9,6,Ruby,29,7,IN,Project manager,London,NA,NA
9,6,Dan,36,6,OUT,Full-time parent,London,NA,NA
9,6,Briony,33,1,STAR BAKER,Full-time parent,Bristol,NA,NA
9,7,Briony,33,5,IN,Full-time parent,Bristol,NA,NA
9,7,Manon,26,2,IN,Software project manager,London,NA,NA
9,7,Rahul,30,1,IN,Research scientist,Rotherham,NA,NA
9,7,Ruby,29,3,IN,Project manager,London,NA,NA
9,7,Jon,47,4,OUT,Blood courier,Newport,NA,NA
9,7,Kim-Joy,27,6,STAR BAKER,Mental health specialist,Leeds,NA,NA
9,8,Briony,33,1,IN,Full-time parent,Bristol,NA,NA
9,8,Kim-Joy,27,2,IN,Mental health specialist,Leeds,NA,NA
9,8,Rahul,30,5,IN,Research scientist,Rotherham,NA,NA
9,8,Manon,26,4,OUT,Software project manager,London,NA,NA
9,8,Ruby,29,3,STAR BAKER,Project manager,London,NA,NA
9,9,Kim-Joy,27,2,IN,Mental health specialist,Leeds,NA,NA
9,9,Rahul,30,4,IN,Research scientist,Rotherham,NA,NA
9,9,Briony,33,3,OUT,Full-time parent,Bristol,NA,NA
9,9,Ruby,29,1,STAR BAKER,Project manager,London,NA,NA
9,10,Kim-Joy,27,1,Runner-up,Mental health specialist,Leeds,NA,NA
9,10,Ruby,29,3,Runner-up,Project manager,London,NA,NA
9,10,Rahul,30,2,WINNER,Research scientist,Rotherham,NA,NA
10,1,Alice,28,5,IN,Geography teacher,Essex,NA,NA
10,1,Amelia,24,4,IN,Fashion designer,Halifax,NA,NA
10,1,David,36,10,IN,International health adviser,Whitby,NA,NA
10,1,Helena,40,12,IN,Online project manager,Leeds,NA,NA
10,1,Henry,20,1,IN,Student,Durham,NA,NA
10,1,Jamie,20,13,IN,Part-time waiter,Surrey,NA,NA
10,1,Michael,26,11,IN,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,1,Phil,56,8,IN,HGV driver,Rainham,NA,NA
10,1,Priya,34,7,IN,Marketing consultant,Leicester,NA,NA
10,1,Rosie,28,2,IN,Veterinary surgeon,Somerset,NA,NA
10,1,Steph,28,3,IN,Shop assistant,Chester,NA,NA
10,1,Dan,32,9,OUT,Support worker,Rotherham,NA,NA
10,1,Michelle,35,6,STAR BAKER,Print shop administrator,"Tenby, Wales",NA,NA
10,2,Amelia,24,9,IN,Fashion designer,Halifax,NA,NA
10,2,David,36,2,IN,International health adviser,Whitby,NA,NA
10,2,Helena,40,12,IN,Online project manager,Leeds,NA,NA
10,2,Henry,20,6,IN,Student,Durham,NA,NA
10,2,Michael,26,4,IN,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,2,Michelle,35,8,IN,Print shop administrator,"Tenby, Wales",NA,NA
10,2,Phil,56,3,IN,HGV driver,Rainham,NA,NA
10,2,Priya,34,7,IN,Marketing consultant,Leicester,NA,NA
10,2,Rosie,28,5,IN,Veterinary surgeon,Somerset,NA,NA
10,2,Steph,28,10,IN,Shop assistant,Chester,NA,NA
10,2,Jamie,20,11,OUT,Part-time waiter,Surrey,NA,NA
10,2,Alice,28,1,STAR BAKER,Geography teacher,Essex,NA,NA
10,3,Alice,28,7,IN,Geography teacher,Essex,NA,NA
10,3,David,36,2,IN,International health adviser,Whitby,NA,NA
10,3,Helena,40,8,IN,Online project manager,Leeds,NA,NA
10,3,Henry,20,1,IN,Student,Durham,NA,NA
10,3,Michelle,35,5,IN,Print shop administrator,"Tenby, Wales",NA,NA
10,3,Phil,56,10,IN,HGV driver,Rainham,NA,NA
10,3,Priya,34,4,IN,Marketing consultant,Leicester,NA,NA
10,3,Rosie,28,9,IN,Veterinary surgeon,Somerset,NA,NA
10,3,Steph,28,3,IN,Shop assistant,Chester,NA,NA
10,3,Amelia,24,11,OUT,Fashion designer,Halifax,NA,NA
10,3,Michael,26,6,STAR BAKER,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,4,Alice,28,8,IN,Geography teacher,Essex,NA,NA
10,4,David,36,2,IN,International health adviser,Whitby,NA,NA
10,4,Helena,40,9,IN,Online project manager,Leeds,NA,NA
10,4,Henry,20,3,IN,Student,Durham,NA,NA
10,4,Michael,26,7,IN,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,4,Michelle,35,5,IN,Print shop administrator,"Tenby, Wales",NA,NA
10,4,Priya,34,10,IN,Marketing consultant,Leicester,NA,NA
10,4,Rosie,28,4,IN,Veterinary surgeon,Somerset,NA,NA
10,4,Phil,56,6,OUT,HGV driver,Rainham,NA,NA
10,4,Steph,28,1,STAR BAKER,Shop assistant,Chester,NA,NA
10,5,Alice,28,6,IN,Geography teacher,Essex,NA,NA
10,5,David,36,9,IN,International health adviser,Whitby,NA,NA
10,5,Henry,20,3,IN,Student,Durham,NA,NA
10,5,Michael,26,8,IN,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,5,Priya,34,2,IN,Marketing consultant,Leicester,NA,NA
10,5,Rosie,28,5,IN,Veterinary surgeon,Somerset,NA,NA
10,5,Helena,40,1,OUT,Online project manager,Leeds,NA,NA
10,5,Michelle,35,7,OUT,Print shop administrator,"Tenby, Wales",NA,NA
10,5,Steph,28,4,STAR BAKER,Shop assistant,Chester,NA,NA
10,6,Alice,28,1,IN,Geography teacher,Essex,NA,NA
10,6,David,36,2,IN,International health adviser,Whitby,NA,NA
10,6,Henry,20,4,IN,Student,Durham,NA,NA
10,6,Michael,26,6,IN,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,6,Rosie,28,5,IN,Veterinary surgeon,Somerset,NA,NA
10,6,Priya,34,7,OUT,Marketing consultant,Leicester,NA,NA
10,6,Steph,28,3,STAR BAKER,Shop assistant,Chester,NA,NA
10,7,Alice,28,6,IN,Geography teacher,Essex,NA,NA
10,7,David,36,2,IN,International health adviser,Whitby,NA,NA
10,7,Rosie,28,1,IN,Veterinary surgeon,Somerset,NA,NA
10,7,Steph,28,4,IN,Shop assistant,Chester,NA,NA
10,7,Michael,26,5,OUT,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,7,Henry,20,3,STAR BAKER,Student,Durham,NA,NA
10,8,Alice,28,3,IN,Geography teacher,Essex,NA,NA
10,8,David,36,1,IN,International health adviser,Whitby,NA,NA
10,8,Rosie,28,2,IN,Veterinary surgeon,Somerset,NA,NA
10,8,Henry,20,5,OUT,Student,Durham,NA,NA
10,8,Steph,28,4,STAR BAKER,Shop assistant,Chester,NA,NA
10,9,David,36,2,IN,International health adviser,Whitby,NA,NA
10,9,Steph,28,3,IN,Shop assistant,Chester,NA,NA
10,9,Rosie,28,1,OUT,Veterinary surgeon,Somerset,NA,NA
10,9,Alice,28,4,STAR BAKER,Geography teacher,Essex,NA,NA
10,10,Alice,28,2,Runner-up,Geography teacher,Essex,NA,NA
10,10,Steph,28,3,Runner-up,Shop assistant,Chester,NA,NA
10,10,David,36,1,WINNER,International health adviser,Whitby,NA,NA
1,1,Jasminder,45,NA,NA,Assistant Credit Control Manager,Birmingham,Fresh Mango and Passion Fruit Hummingbird Cake,N/A
1,1,Louise,44,NA,NA,Police Officer,Manchester,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
1,1,Mark,48,NA,NA,Bus Driver,South Wales,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.
1,1,Ruth,31,NA,NA,Retail manager/Housewife,"Poynton, Cheshire",Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
1,6,Miranda,37,NA,NA,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Lemon Cupcake,Eliminated after signature
